Player,School,G,FGP,3P%,FTP,TRB,AST,STL,BLK,TOV,PTS
Andrew Nicholson,St. Bonaventure,123,.575,.377,.720,7.2,0.7,0.5,2.0,2.4,17.1
Kyle O'Quinn,Norfolk State,129,.553,.261,.685,8.5,0.9,0.5,2.2,2.0,12.5
Miles Plumlee,Duke,135,.557,1.000,.625,4.8,0.3,0.5,0.6,1.0,4.8
Austin Rivers,Duke,34,.433,.365,.658,3.4,2.1,1.0,0.0,2.3,15.5
Brian Roberts,Dayton,125,.452,.441,.849,3.0,2.8,0.5,0.1,2.2,15.7
Terrence Ross,Washington,69,.453,.364,.764,4.7,1.2,0.9,0.7,1.4,12.3
Robert Sacre,Gonzaga,136,.504,.250,.735,5.0,0.7,0.5,1.4,1.6,9.3
Mike Scott,Eastern Kentucky,55,.389,.286,.677,3.5,2.0,1.3,0.1,1.6,6.2
Henry Sims,Georgetown,121,.479,.118,.654,3.2,1.4,0.3,0.8,1.3,4.9
Kyle Singler,Duke,148,.433,.363,.773,6.9,2.0,1.1,0.7,2.1,16.2
Jared Sullinger,Ohio State,74,.530,.365,.733,9.7,1.2,1.1,0.8,1.8,17.3
Jeffery Taylor,Vanderbilt,134,.483,.358,.693,5.6,1.9,1.1,0.4,2.3,14.2
Tyshawn Taylor,Kansas,146,.477,.370,.708,2.2,3.9,1.2,0.2,2.6,10.8
Marquis Teague,Kentucky,40,.412,.325,.714,2.5,4.8,0.9,0.3,2.7,10.0
Jarvis Varnado,Mississippi State,141,.589,.250,.595,7.8,0.6,0.5,4.0,1.4,10.0
Dion Waiters,Syracuse,71,.453,.348,.753,1.9,2.0,1.5,0.2,1.1,9.7
Maalik Wayns,Villanova,95,.412,.291,.848,2.7,3.4,0.9,0.0,2.3,12.5
Chris Wright,Dayton,123,.489,.229,.662,7.2,1.2,0.8,1.3,2.5,13.0
Tony Wroten,Washington,35,.443,.161,.583,5.0,3.7,1.9,0.4,3.8,16.0
Luke Zeller,Notre Dame,128,.417,.360,.574,2.5,0.6,0.2,0.3,0.6,4.2
Tyler Zeller,UNC,117,.543,.000,.775,6.7,0.6,0.7,1.1,1.4,12.8
Lavoy Allen,Temple,135,.534,.288,.671,8.5,2.1,0.5,1.6,1.4,10.5
Keith Benson,Oakland,135,.558,.379,.679,8.2,0.7,0.5,2.7,1.4,14.1
MarShon Brooks,Providence,113,.464,.333,.739,4.3,1.5,1.1,0.7,1.8,14.4
Alec Burks,Colorado,68,.495,.313,.804,5.8,2.4,1.1,0.4,2.3,19.0
Jimmy Butler,Marquette,106,.508,.383,.773,5.5,1.7,1.1,0.5,1.0,12.0
Derrick Byars,Vanderbilt,64,.467,.400,.713,4.3,3.3,1.2,0.2,2.4,14.8
Norris Cole,Cleveland State,140,.435,.321,.826,3.2,3.3,1.5,0.1,2.0,14.1
Justin Dentmon,Washington,133,.428,.349,.789,3.2,3.0,1.4,0.1,2.3,10.7
Jerome Dyson,UConn,113,.390,.318,.735,3.9,2.9,1.7,0.5,2.8,14.4
Kenneth Faried,Morehead State,136,.569,.250,.583,12.3,0.9,1.7,1.8,2.2,14.8
Jeff Foote,Cornell,87,.573,,.603,7.3,2.1,0.4,1.8,2.0,11.0
Courtney Fortson,Arkansas,47,.397,.311,.677,5.4,5.9,1.2,0.1,4.7,16.0
Jimmer Fredette,BYU,139,.455,.394,.882,2.6,3.7,1.2,0.1,2.5,18.7
Mickell Gladness,Alabama A&M,85,.442,.000,.667,7.0,0.5,0.6,4.7,1.6,7.3
Andrew Goudelock,College of Charleston,140,.457,.413,.838,3.3,3.0,0.9,0.3,2.2,18.4
Jordan Hamilton,Lehigh,93,.425,.324,.753,1.4,0.5,0.3,0.3,0.7,4.3
Justin Harper,Richmond,137,.483,.382,.711,4.8,0.7,0.6,0.8,1.3,10.6
Josh Harrellson,Kentucky,94,.549,.310,.649,4.7,0.4,0.5,0.9,0.6,4.7
Terrel Harris,Oklahoma State,134,.440,.366,.815,3.8,1.5,1.3,0.2,2.1,9.8
Tobias Harris,Tennessee,34,.460,.303,.753,7.3,1.3,0.7,0.9,1.8,15.3
Cory Higgins,Colorado,132,.467,.347,.825,4.1,2.4,1.5,0.4,2.3,15.2
Darington Hobson,New Mexico,35,.440,.361,.653,9.3,4.6,1.3,0.4,3.0,15.9
Tyler Honeycutt,UCLA,59,.431,.359,.684,6.9,2.8,1.2,1.7,2.8,10.3
Dennis Horner,NC State,128,.468,.358,.781,2.9,0.9,0.5,0.5,0.9,6.8
Kyrie Irving,Duke,11,.529,.462,.901,3.4,4.3,1.5,0.5,2.5,17.5
Reggie Jackson,Boston College,99,.465,.351,.753,4.4,3.5,0.8,0.5,2.1,12.7
Charles Jenkins,Hofstra,128,.456,.382,.811,4.3,3.8,1.7,0.6,3.0,19.6
Carldell Johnson,Alabama-Birmingham,96,.405,.401,.716,2.3,5.0,2.3,0.0,1.6,5.7
Ivan Johnson,Oregon,28,.500,.000,.634,3.2,0.4,0.9,0.3,1.7,7.5
JaJuan Johnson,Purdue,140,.501,.250,.743,6.1,0.7,0.7,1.9,1.3,13.7
Jerome Jordan,Tulsa,133,.567,,.696,7.4,0.8,0.4,2.5,2.0,11.3
Cory Joseph,Texas,36,.422,.413,.699,3.6,3.0,1.0,0.3,1.5,10.4
D.J. Kennedy,St. John's (NY),129,.436,.358,.746,6.1,2.4,1.4,0.5,2.1,11.7
Brandon Knight,Kentucky,38,.423,.377,.795,4.0,4.2,0.7,0.2,3.2,17.3
Malcolm Lee,UCLA,94,.441,.278,.717,3.0,2.0,0.8,0.2,1.7,9.7
Kawhi Leonard,San Diego State,70,.449,.250,.744,10.2,2.2,1.4,0.6,2.2,14.1
Travis Leslie,Georgia,90,.482,.333,.743,6.1,2.1,1.1,0.7,2.0,12.2
Jon Leuer,Wisconsin,123,.482,.368,.723,4.5,1.1,0.4,0.7,1.2,11.2
DeAndre Liggins,Kentucky,100,.407,.332,.643,3.0,2.1,0.9,0.5,1.5,5.8
Shelvin Mack,Butler,108,.419,.357,.755,4.2,3.3,1.1,0.1,2.2,14.1
Vernon Macklin,Florida,71,.599,,.511,5.5,0.8,0.5,0.8,1.5,11.1
E'Twaun Moore,Purdue,140,.440,.380,.729,4.4,2.9,1.2,0.4,2.1,15.3
Darius Morris,Michigan,67,.469,.223,.695,2.9,4.8,0.8,0.1,2.3,9.9
Marcus Morris,Kansas,109,.555,.358,.660,6.2,1.3,0.9,0.4,1.6,12.6
Markieff Morris,Kansas,109,.553,.404,.653,6.1,1.2,0.6,0.9,1.6,8.5
Daniel Orton,Kentucky,38,.527,.000,.524,3.3,0.4,0.6,1.4,1.0,3.4
Jeremy Pargo,Gonzaga,134,.465,.311,.704,3.4,4.4,1.3,0.1,2.7,9.3
Chandler Parsons,Florida,142,.477,.337,.611,6.0,2.4,0.9,0.3,1.6,10.2
Ryan Reid,Florida State,126,.495,1.000,.604,3.9,0.7,0.5,0.6,1.6,5.0
Walker Russell,,Western Michigan,7.4,,3.7,4.0,,,,,18.4
Josh Selby,Kansas,26,.373,.362,.757,2.2,2.2,0.8,0.0,2.0,7.9
Iman Shumpert,Georgia Tech,92,.396,.305,.738,4.5,4.2,2.3,0.2,3.0,12.7
Xavier Silas,Northern Illinois,51,.421,.361,.831,4.9,1.7,1.0,0.4,3.2,21.0
Chris Singleton,Florida State,95,.419,.330,.592,6.2,1.5,1.9,1.4,2.4,10.3
Donald Sloan,Texas A&M,138,.428,.336,.732,3.3,2.7,0.6,0.1,1.9,11.0
Greg Smith,Delaware State,49,.391,.667,.688,1.7,0.2,0.3,0.3,0.4,2.5
Jerry Smith,Louisville,138,.454,.389,.730,3.1,1.7,1.3,0.2,1.4,8.7
Nolan Smith,Duke,143,.448,.368,.800,2.8,2.8,1.0,0.1,2.0,13.4
Greg Stiemsma,Wisconsin,95,.545,.000,.759,2.3,0.8,0.2,1.0,0.7,2.7
Julyan Stone,UTEP,138,.425,.265,.617,5.5,5.2,1.5,0.4,1.9,5.8
Isaiah Thomas,Washington,105,.426,.325,.713,3.5,4.0,1.2,0.1,2.7,16.4
Lance Thomas,Duke,140,.525,,.600,3.6,0.5,0.6,0.2,1.2,4.6
Malcolm Thomas,Louisiana-Monroe,39,.387,.380,.772,4.1,0.7,1.1,0.3,1.7,10.8
Trey Thompkins,Georgia,89,.469,.357,.729,7.8,1.4,1.0,1.3,2.6,15.7
Klay Thompson,Washington State,98,.424,.390,.827,4.8,2.6,1.3,0.8,2.9,17.9
Mychel Thompson,Pepperdine,128,.357,.326,.760,4.3,1.6,1.1,0.6,1.7,11.0
Tristan Thompson,North Texas,128,.439,.396,.816,2.8,1.3,0.6,0.1,1.7,12.7
Edwin Ubiles,Siena,131,.497,.353,.672,4.3,2.1,1.2,0.7,2.1,14.8
Kemba Walker,UConn,111,.428,.326,.783,4.4,4.1,1.7,0.3,2.3,16.1
Derrick Williams,Birmingham-Southern,27,.418,.431,.813,3.2,3.2,1.3,0.0,,11.1
Elliot Williams,Memphis,34,.459,.366,.758,4.0,3.8,1.3,0.1,2.9,17.9
Jordan Williams,Maryland,66,.528,,.559,10.2,0.4,0.7,1.2,1.3,13.2
Chris Wright,Dayton,123,.489,.229,.662,7.2,1.2,0.8,1.3,2.5,13.0
Jeff Adrien,UConn,133,.515,.333,.606,8.5,1.1,0.6,1.1,1.9,12.1
Solomon Alabi,Florida State,77,.534,.000,.745,5.4,0.4,0.5,2.1,1.7,9.1
Cole Aldrich,Kansas,111,.574,,.729,7.7,0.6,0.5,2.3,1.2,9.4
Al-Farouq Aminu,Wake Forest,62,.476,.238,.687,9.4,1.4,1.2,1.3,2.9,14.4
James Anderson,BYU,87,.463,,.390,1.3,0.2,0.1,0.4,0.2,1.6
Luke Babbitt,Nevada,68,.480,.421,.893,8.1,1.8,0.9,0.8,2.1,19.4
Eric Bledsoe,Kentucky,37,.462,.383,.667,3.1,2.9,1.4,0.3,3.0,11.3
Trevor Booker,Clemson,134,.559,.324,.624,7.9,1.7,1.1,1.9,1.9,12.9
Craig Brackins,Iowa State,96,.445,.292,.726,7.7,1.6,0.5,1.0,2.0,16.0
Avery Bradley,Texas,34,.432,.375,.545,2.9,2.1,1.3,0.5,1.5,11.6
Derrick Caracter,UTEP,27,.567,.267,.672,8.1,1.1,1.0,0.9,2.9,14.1
Sherron Collins,Kansas,143,.444,.377,.808,2.4,3.9,1.0,0.0,2.3,13.2
Marcus Cousin,Houston,62,.503,.000,.735,6.3,0.5,0.4,1.5,0.8,7.9
DeMarcus Cousins,Kentucky,38,.558,.167,.604,9.8,1.0,1.0,1.8,2.1,15.1
Jordan Crawford,Xavier,35,.462,.391,.773,4.7,2.9,1.3,0.2,2.4,20.5
Ed Davis,UNC,61,.548,,.623,7.7,0.7,0.4,2.1,1.4,9.2
Zabian Dowdell,Virginia Tech,122,.430,.367,.745,3.2,3.1,2.0,0.2,2.2,14.6
Devin Ebanks,West Virginia,69,.463,.114,.736,7.9,2.6,0.9,0.7,2.1,11.2
Jeremy Evans,Western Kentucky,134,.639,.364,.684,5.9,0.5,0.6,1.7,1.0,7.9
Patrick Ewing,,Georgetown,6.0,,3.3,9.2,0.9,1.2,3.4,2.3,15.3
Derrick Favors,Georgia Tech,36,.611,.000,.629,8.4,1.0,0.9,2.1,2.5,12.4
Landry Fields,Stanford,129,.463,.342,.676,5.0,1.6,0.9,0.4,1.5,10.8
Gary Forbes,UMass,69,.415,.304,.690,6.7,2.8,1.0,0.6,2.8,16.3
Paul George,Fresno State,63,.447,.396,.803,6.7,2.4,2.0,0.9,2.7,15.5
Blake Griffin,Oklahoma,68,.618,.300,.589,11.8,2.1,1.1,1.0,2.8,18.8
Luke Harangody,Notre Dame,129,.476,.326,.782,9.5,1.6,0.8,0.7,1.8,19.2
Manny Harris,Michigan,98,.406,.318,.827,5.7,3.7,1.5,0.4,3.2,17.0
Gordon Hayward,Butler,69,.470,.369,.824,7.4,1.8,1.3,0.9,2.0,14.4
Lazar Hayward,Marquette,138,.452,.357,.789,6.6,0.9,1.1,0.3,1.7,13.5
Xavier Henry,Kansas,36,.458,.418,.783,4.4,1.5,1.5,0.5,1.9,13.4
Damion James,Texas,142,.479,.364,.640,9.3,1.1,1.0,1.1,1.8,13.5
Armon Johnson,Nevada,101,.467,.289,.750,3.7,4.4,0.8,0.2,2.7,14.3
Chris Johnson,Dayton,138,.427,.371,.826,6.1,1.1,0.8,0.4,1.1,10.6
Wesley Johnson,Charleston Southern,52,.529,,.508,1.5,0.1,0.2,0.3,0.3,1.6
Dominique Jones,South Florida,95,.442,.323,.737,5.4,3.5,1.5,0.4,2.6,18.9
Gani Lawal,Georgia Tech,99,.548,.000,.552,7.2,0.4,0.6,1.3,2.1,11.8
Jeremy Lin,Harvard,115,.481,.333,.733,4.3,3.5,2.0,0.6,2.9,12.9
Greg Monroe,Georgetown,65,.543,.273,.677,8.2,3.2,1.5,1.5,2.9,14.5
Hamady N'Diaye,Rutgers,124,.539,.000,.592,5.5,0.4,0.4,2.9,1.4,5.8
Gary Neal,Towson,49,.446,.360,.823,4.1,3.3,1.6,0.2,2.7,25.6
Larry Owens,Oral Roberts,66,.545,.346,.569,7.7,2.8,1.6,1.1,2.3,10.9
Patrick Patterson,Kentucky,97,.585,.329,.734,8.2,1.5,0.7,1.6,1.6,16.1
Dexter Pittman,Texas,134,.623,,.601,3.9,0.3,0.2,0.9,1.1,6.6
Quincy Pondexter,Washington,136,.503,.327,.768,5.6,1.7,0.8,0.3,1.9,13.1
Andy Rautins,Syracuse,127,.396,.374,.763,2.6,2.7,1.4,0.2,1.7,8.8
Samardo Samuels,Louisville,70,.549,.000,.689,5.9,1.1,0.6,1.2,2.3,13.5
Larry Sanders,VCU,101,.520,.250,.577,7.7,0.5,0.6,2.7,1.5,10.3
Mustafa Shakur,Arizona,131,.452,.355,.786,3.7,5.1,1.2,0.1,3.0,10.1
Lance Stephenson,Cincinnati,34,.440,.219,.664,5.4,2.5,0.9,0.2,2.4,12.3
Evan Turner,Ohio State,101,.502,.362,.758,6.8,4.1,1.6,0.7,3.5,15.0
Ekpe Udoh,Baylor,36,.490,.269,.685,9.8,2.7,0.8,3.7,2.4,13.9
Ben Uzoh,Tulsa,141,.454,.349,.782,5.0,3.0,1.1,0.7,2.4,13.8
John Wall,Kentucky,37,.461,.325,.754,4.3,6.5,1.8,0.5,4.0,16.6
Willie Warren,Oklahoma,57,.459,.350,.788,2.6,3.5,1.1,0.1,2.8,15.2
Hassan Whiteside,Marshall,34,.524,.600,.588,8.9,0.3,0.6,5.4,1.9,13.1
Antonio Anderson,Memphis,150,.418,.308,.648,4.0,3.6,1.4,0.3,1.6,8.5
DeJuan Blair,Pitt,72,.568,,.614,10.7,1.1,1.6,1.0,1.6,13.6
Jon Brockman,Washington,131,.534,.000,.612,9.8,1.0,0.8,0.1,2.1,13.8
Derrick Brown,Xavier,106,.573,.415,.718,5.6,1.5,0.7,0.8,1.6,10.3
Chase Budinger,Arizona,100,.469,.383,.782,5.8,2.8,1.3,0.4,2.1,17.0
DeMarre Carroll,Missouri,70,.549,.311,.624,6.9,1.8,1.4,0.7,1.5,14.9
Earl Clark,Louisville,104,.467,.298,.640,7.0,1.7,0.9,1.2,2.1,10.6
Darren Collison,UCLA,142,.475,.435,.851,2.3,4.1,1.6,0.1,2.4,11.5
Dante Cunningham,Villanova,139,.524,.333,.693,5.9,1.0,1.2,0.8,1.8,9.6
JamesOn Curry,Oklahoma State,101,.437,.404,.758,2.9,3.5,1.0,0.2,2.8,13.5
Stephen Curry,Davidson,104,.467,.412,.876,4.5,3.7,2.1,0.3,3.0,25.3
Austin Daye,Gonzaga,67,.477,.422,.790,5.8,1.0,0.7,1.9,1.9,11.6
DeMar DeRozan,USC,35,.523,.167,.646,5.7,1.5,0.9,0.4,2.1,13.9
Toney Douglas,Florida State,99,.448,.376,.806,3.3,2.9,1.9,0.3,2.6,16.7
Wayne Ellington,UNC,115,.463,.397,.809,4.1,2.2,0.9,0.1,1.5,14.7
Tyreke Evans,Memphis,37,.455,.274,.711,5.4,3.9,2.1,0.8,3.6,17.1
Jonny Flynn,Syracuse,73,.460,.333,.782,2.7,6.0,1.5,0.2,3.1,16.6
Sundiata Gaines,Georgia,123,.411,.303,.591,5.5,3.9,2.1,0.2,2.6,11.9
Alonzo Gee,Alabama,128,.447,.325,.632,5.7,1.3,1.2,0.4,2.1,12.7
Taj Gibson,USC,105,.580,,.629,8.5,1.4,0.7,2.4,2.5,12.4
Trey Gilder,Northwestern State,60,.497,.263,.782,4.9,1.5,1.3,0.6,2.5,14.5
Danny Green,UNC,145,.455,.375,.845,4.1,1.8,1.1,1.1,1.4,9.4
Taylor Griffin,Oklahoma,129,.468,.220,.721,4.8,1.0,0.9,0.8,1.4,6.6
Tyler Hansbrough,UNC,142,.536,.316,.791,8.6,1.1,1.3,0.5,2.1,20.2
James Harden,Arizona State,69,.506,.376,.755,5.4,3.7,1.9,0.4,3.0,19.0
Gerald Henderson,2.5,0.2,-5.87,6.6,1.7,3.2,2.5,2.1,0.3,4.2,15.0
Jordan Hill,Arizona,97,.578,,.636,7.9,0.8,0.5,1.4,2.0,12.5
Jrue Holiday,UCLA,35,.450,.307,.726,3.8,3.7,1.6,0.5,2.1,8.5
Lester Hudson,UT-Martin,65,.456,.372,.858,7.9,4.4,2.6,0.6,3.6,26.6
Chris Hunter,Michigan,105,.464,.318,.749,3.5,0.5,0.5,0.9,1.5,7.0
Cedric Jackson,Cleveland State,71,.405,.350,.659,5.3,5.2,2.8,0.2,3.7,12.3
Othyus Jeffers,UIC,63,.477,.167,.607,8.1,2.8,1.3,0.4,2.8,13.5
Brandon Jennings,Fort Wayne,52,.448,.333,.771,2.6,0.6,0.5,0.0,0.6,3.3
James Johnson,Quinnipiac,127,.385,.370,.792,3.5,3.8,1.5,0.1,2.2,13.6
Oliver Lafayette,Houston,64,.359,.322,.725,5.1,2.5,2.9,0.2,2.0,15.0
Marcus Landry,Wisconsin,121,.490,.361,.670,4.2,1.2,0.6,0.8,1.5,9.2
Ty Lawson,UNC,105,.517,.403,.780,2.9,5.8,1.8,0.1,2.1,13.1
Wesley Matthews,Marquette,127,.444,.341,.799,4.9,2.1,1.2,0.3,2.2,13.2
Eric Maynor,VCU,130,.449,.370,.791,3.4,5.2,1.3,0.2,2.4,15.0
Jodie Meeks,Kentucky,81,.436,.386,.890,3.0,1.6,1.1,0.1,1.8,15.4
A.J. Price,UConn,99,.413,.365,.722,3.4,4.7,1.1,0.1,2.4,13.0
DaJuan Summers,Georgetown,101,.439,.353,.727,4.4,1.3,1.0,0.6,2.2,11.2
Jermaine Taylor,UCF,122,.466,.376,.764,3.9,1.4,0.9,0.4,2.2,16.2
Jeff Teague,Wake Forest,61,.462,.421,.812,3.0,3.0,1.9,0.6,3.0,16.4
Garrett Temple,LSU,134,.371,.278,.783,3.7,3.6,1.4,0.8,2.2,6.7
Hasheem Thabeet,UConn,100,.611,,.625,8.5,0.4,0.4,4.2,1.8,10.3
Marcus Thornton,LSU,66,.455,.382,.771,5.5,1.8,1.5,0.3,2.0,20.4
Reggie Williams,Georgetown,138,.490,.386,.768,6.4,2.4,1.5,0.5,2.3,15.3
Terrence Williams,Louisville,140,.400,.320,.589,6.9,3.9,1.5,0.6,2.4,11.2
Sam Young,Pitt,143,.498,.356,.692,5.0,1.0,0.8,0.8,1.9,13.2
Joe Alexander,West Virginia,82,.447,.295,.765,4.8,2.0,0.6,1.2,1.8,12.1
Ryan Anderson,California,66,.484,.396,.841,9.0,1.0,0.5,0.5,1.8,18.7
Darrell Arthur,Kansas,78,.541,.118,.676,5.5,0.6,0.7,1.4,1.6,11.3
D.J. Augustin,Texas,73,.443,.402,.808,2.9,6.2,1.4,0.0,3.0,16.9
Jerryd Bayless,Arizona,30,.458,.407,.839,2.7,4.0,1.0,0.1,3.0,19.7
Michael Beasley,Kansas State,33,.532,.379,.774,12.4,1.2,1.3,1.6,2.9,26.2
Bobby Brown,Cal State Fullerton,116,.428,.377,.789,2.5,4.4,1.3,0.1,3.1,16.9
Mario Chalmers,Kansas,110,.486,.419,.767,2.8,3.8,2.6,0.4,2.4,12.2
Joe Crawford,Kentucky,127,.438,.350,.702,3.4,1.5,0.5,0.2,1.6,11.3
Joey Dorsey,Memphis,149,.614,,.420,8.1,0.5,1.1,1.8,1.3,6.7
Chris Douglas-Roberts,Memphis,109,.540,.372,.725,3.7,1.7,1.0,0.4,2.0,14.2
J.R. Giddens,New Mexico,59,.481,.313,.588,7.8,2.8,1.2,0.9,2.4,16.1
Eric Gordon,Indiana,32,.433,.337,.834,3.3,2.4,1.3,0.6,3.6,20.9
Malik Hairston,Oregon,117,.504,.395,.643,5.1,2.1,0.6,0.6,2.0,14.1
Roy Hibbert,Georgetown,136,.603,1.000,.680,5.9,1.3,0.4,1.9,1.5,10.9
J.J. Hickson,NC State,31,.591,.000,.677,8.5,1.0,0.7,1.5,2.7,14.8
George Hill,IUPUI,95,.529,.404,.785,5.8,3.3,1.6,0.3,2.5,17.0
Steven Hill,Arkansas,132,.589,.000,.519,3.3,0.3,0.7,2.4,1.0,4.0
Othello Hunter,Ohio State,76,.583,.308,.603,5.5,0.6,0.5,1.3,1.0,7.8
Darnell Jackson,Kansas,125,.580,.333,.685,4.9,0.5,0.5,0.4,1.0,6.8
Dontell Jefferson,Arkansas,62,.389,.277,.670,2.6,3.3,1.1,0.3,2.0,3.6
Trey Johnson,Jackson State,67,.431,.375,.746,4.7,2.4,1.2,0.1,3.2,25.3
DeAndre Jordan,Texas A&M,35,.617,,.437,6.0,0.4,0.2,1.3,1.6,7.9
Kosta Koufos,Ohio State,37,.508,.349,.680,6.7,0.5,0.4,1.8,1.5,14.4
Rob Kurz,Notre Dame,108,.468,.409,.810,6.0,1.3,0.6,1.1,1.5,9.4
Courtney Lee,Western Kentucky,127,.464,.401,.817,5.2,2.2,1.9,0.6,2.5,17.6
Brook Lopez,Stanford,53,.480,.143,.764,7.1,1.1,0.5,1.9,2.1,16.0
Robin Lopez,Stanford,67,.511,.500,.612,5.6,0.8,0.3,2.3,1.6,9.0
Kevin Love,UCLA,39,.559,.354,.767,10.6,1.9,0.7,1.4,2.0,17.5
Cartier Martin,Kansas State,112,.458,.399,.780,4.8,1.5,0.7,0.2,1.7,13.8
O.J. Mayo,USC,33,.442,.409,.803,4.5,3.3,1.5,0.4,3.5,20.7
JaVale McGee,Nevada,66,.542,.356,.514,4.8,0.3,0.5,1.8,1.6,8.7
Anthony Morrow,Georgia Tech,123,.437,.421,.867,3.3,1.0,0.8,0.2,1.1,11.4
DeMarcus Nelson,Duke,124,.466,.373,.586,4.9,1.8,1.2,0.3,2.1,10.8
Greg Oden,Ohio State,32,.616,,.628,9.6,0.7,0.6,3.3,2.0,15.7
Anthony Randolph,LSU,31,.464,.105,.693,8.5,1.2,1.1,2.3,3.0,15.6
Derrick Rose,Memphis,40,.477,.337,.712,4.5,4.7,1.2,0.4,2.7,14.9
Brandon Rush,Kansas,109,.449,.435,.733,5.5,2.0,0.7,0.8,2.1,13.6
Walter Sharpe,Alabama-Birmingham,12,.523,.000,.523,6.8,1.7,1.2,1.8,2.8,14.2
Sean Singletary,Virginia,123,.406,.362,.846,4.0,4.8,1.6,0.1,3.3,16.9
Marreese Speights,Florida,69,.633,,.688,5.4,0.5,0.3,0.9,1.1,9.5
Mike Taylor,Iowa State,31,.376,.360,.682,4.1,4.5,1.1,0.1,5.4,16.0
Jason Thompson,Rider,122,.526,.291,.667,9.6,2.0,0.9,1.9,2.6,16.7
Anthony Tolliver,Creighton,124,.491,.333,.671,4.9,1.1,0.6,1.1,1.4,8.1
Kyle Weaver,Washington State,121,.464,.277,.716,4.7,3.8,1.6,0.8,2.6,9.6
Sonny Weems,Arkansas,69,.473,.366,.767,4.6,2.3,1.3,0.3,2.7,13.3
Russell Westbrook,UCLA,75,.464,.354,.685,2.4,2.5,1.0,0.1,1.6,8.3
D.J. White,Indiana,99,.562,.333,.690,7.6,0.9,0.7,2.0,1.7,14.6
Jawad Williams,UNC,128,.487,.349,.724,4.8,1.5,0.7,0.7,1.6,12.7
